1,0.3969,4,0.7362,7,0.3339,10,0.302,13,0.7894,16,0.2091,19,0.494,22,0.4423,25,0.0252,28,0.9092,31,0.781,34,0.2567,37,0.736,40,0.1358,43,0.4926,46,0.7298,49,0.0954,52
2,0.8289,4,0.891,7,0.0768,10,0.7687,13,0.0186,16,0.0866,19,0.8349,23,0.5199,25,0.3799,28,0.0336,31,0.3967,34,0.9288,37,0.5108,42,0.0398,44,0.0919,46,0.7376,49,0.0349,52
1,0.4886,4,0.2523,7,0.802,10,0.0428,13,0.0129,16,0.8322,19,0.9157,23,0.1281,25,0.7763,28,0.3479,31,0.2818,34,0.6027,37,0.5537,40,0.5708,43,0.7309,46,0.8033,49,0.4805,52
3,0.0089,4,0.5801,7,0.857,10,0.9596,13,0.3855,16,0.3196,19,0.0793,23,0.5604,26,0.2065,28,0.3304,31,0.8967,34,0.2075,37,0.1348,40,0.0553,44,0.3084,46,0.0982,49,0.5283,52
2,0.4362,4,0.7969,7,0.5832,10,0.5679,13,0.1545,16,0.4624,19,0.8114,23,0.1833,25,0.7116,28,0.9283,31,0.4376,34,0.9501,37,0.9804,40,0.1409,44,0.9037,46,0.6316,49,0.1901,52
1,0.3119,5,0.3779,7,0.9437,10,0.1446,13,0.0892,16,0.0576,19,0.5586,23,0.4034,25,0.878,28,0.0561,31,0.1032,34,0.8112,37,0.0448,40,0.564,44,0.2618,46,0.6993,49,0.708,52
1,0.8293,4,0.4255,7,0.0532,10,0.103,13,0.2527,16,0.8378,19,0.3551,23,0.7995,25,0.9024,28,0.3219,31,0.7531,34,0.8536,37,0.7082,40,0.2532,44,0.8864,46,0.7023,49,0.5507,52
1,0.6583,4,0.9156,7,0.7069,10,0.9679,13,0.5983,16,0.8951,19,0.0428,23,0.8815,25,0.2235,28,0.0595,31,0.6351,34,0.0713,37,0.4535,42,0.246,44,0.9964,46,0.8006,49,0.3563,52
1,0.5967,4,0.9578,7,0.2734,10,0.5272,13,0.0611,16,0.0423,19,0.9403,23,0.3177,26,0.7054,28,0.9425,31,0.4642,34,0.3157,37,0.1065,42,0.86,44,0.9287,46,0.4303,49,0.0115,52
1,0.482,5,0.4755,7,0.1793,10,0.3788,13,0.9091,16,0.8906,19,0.1313,23,0.9946,25,0.8638,28,0.5442,31,0.8865,34,0.0565,37,0.9445,42,0.3657,44,0.3431,46,0.4182,49,0.9764,52
1,0.6681,4,0.1844,7,0.9619,10,0.8394,13,0.6751,16,0.1071,19,0.0808,23,0.1656,25,0.284,28,0.873,31,0.4549,34,0.3658,37,0.2365,42,0.5611,44,0.3445,46,0.822,49,0.977,52
1,0.4388,4,0.6264,7,0.338,10,0.2651,13,0.1969,16,0.5071,19,0.9262,23,0.2361,27,0.5703,28,0.0647,31,0.6587,34,0.6657,37,0.8555,42,0.8664,44,0.7647,46,0.1812,49,0.3954,52
1,0.0184,4,0.0705,7,0.6883,10,0.0501,13,0.741,16,0.8323,19,0.9607,23,0.0986,27,0.8223,28,0.4255,31,0.5467,34,0.2813,37,0.5824,41,0.5772,44,0.3084,46,0.712,49,0.668,52
1,0.8514,4,0.4934,7,0.2754,10,0.2665,13,0.3491,16,0.8728,19,0.7817,23,0.5879,27,0.5069,28,0.6239,31,0.8217,34,0.3361,37,0.0876,42,0.713,44,0.6929,46,0.8661,49,0.1459,52
1,0.7924,4,0.2656,7,0.5003,10,0.3247,13,0.1725,16,0.0268,19,0.6307,23,0.193,27,0.3534,29,0.1889,31,0.1263,34,0.7858,37,0.4084,42,0.5655,44,0.0836,46,0.3042,49,0.9813,52
1,0.1365,4,0.1158,7,0.7407,10,0.7577,13,0.5762,16,0.5079,19,0.9895,23,0.2387,27,0.7489,28,0.5035,31,0.1983,34,0.0565,37,0.7373,42,0.754,44,0.6012,46,0.6585,49,0.9711,52
1,0.4551,5,0.6518,7,0.607,10,0.9016,13,0.3726,16,0.5887,19,0.7825,23,0.988,27,0.9415,28,0.442,31,0.2407,34,0.1917,37,0.4742,42,0.2139,44,0.6395,46,0.7739,49,0.8911,52
1,0.8605,4,0.6144,7,0.6642,10,0.559,13,0.9843,16,0.2732,19,0.5721,23,0.3304,27,0.1976,28,0.9235,31,0.4365,34,0.5369,37,0.7176,42,0.1554,44,0.659,46,0.7991,49,0.6443,52
1,0.333,4,0.7154,7,0.9535,10,0.3374,13,0.4841,16,0.3172,19,0.3677,23,0.1079,26,0.6534,28,0.9129,31,0.3961,34,0.7019,37,0.6159,42,0.2249,44,0.2624,46,0.7508,49,0.311,52
1,0.2503,4,0.4325,7,0.406,10,0.585,13,0.1146,16,0.0774,19,0.5292,23,0.5262,25,0.4989,28,0.5872,31,0.5982,34,0.3993,37,0.0953,42,0.158,44,0.5884,46,0.4659,49,0.2185,52
1,0.7165,5,0.9113,7,0.5545,10,0.8178,13,0.2931,16,0.7285,19,0.2308,23,0.3119,25,0.9343,28,0.2813,31,0.6554,34,0.9249,37,0.3678,42,0.7319,44,0.4955,46,0.402,49,0.5072,52
1,0.1166,4,0.2115,7,0.6358,10,0.9485,13,0.8402,16,0.963,19,0.5186,23,0.1883,25,0.1739,28,0.2764,31,0.9637,34,0.1532,37,0.4182,42,0.6158,44,0.0078,46,0.4022,49,0.3571,52
2,0.1719,6,0.6194,7,0.2958,10,0.1497,13,0.9685,16,0.9064,19,0.69,23,0.6193,26,0.7532,28,0.3824,31,0.2594,34,0.9403,37,0.9575,42,0.6806,44,0.4357,46,0.7685,49,0.9484,52
2,0.1061,6,0.9175,7,0.9082,10,0.0857,13,0.6461,16,0.5955,19,0.3846,23,0.544,25,0.5442,28,0.6645,31,0.6067,34,0.4761,37,0.0508,42,0.1185,44,0.755,46,0.167,49,0.257,52
2,0.8054,6,0.9706,8,0.5124,10,0.7248,13,0.9301,16,0.5666,19,0.8427,23,0.3334,25,0.5949,28,0.334,31,0.9996,34,0.9844,37,0.8178,42,0.3596,44,0.5521,46,0.9245,49,0.2342,52
2,0.3032,6,0.3143,7,0.8092,10,0.7614,13,0.9773,16,0.2696,19,0.5842,23,0.6442,25,0.3186,28,0.4338,31,0.2259,34,0.4077,37,0.4424,42,0.0469,44,0.3183,46,0.688,49,0.8389,52
3,0.7183,4,0.6106,7,0.6557,10,0.3409,13,0.7876,16,0.4654,19,0.2552,23,0.8155,26,0.6618,28,0.4157,31,0.5395,34,0.9278,37,0.7706,42,0.4553,44,0.7794,46,0.0109,49,0.5685,52
1,0.1595,5,0.4094,7,0.0703,10,0.8531,13,0.2806,16,0.8629,19,0.3241,23,0.5452,25,0.6463,28,0.8686,31,0.3954,34,0.7276,37,0.4639,42,0.5111,44,0.3745,46,0.1977,49,0.3563,52
1,0.0952,4,0.9732,7,0.365,10,0.0235,13,0.7947,16,0.3968,19,0.5882,23,0.5813,25,0.8952,28,0.283,31,0.6941,34,0.4498,37,0.6196,42,0.4581,44,0.1239,46,0.6317,49,0.4335,52
1,0.1379,5,0.1375,8,0.565,10,0.8872,13,0.7847,16,0.7671,19,0.9385,22,0.1002,25,0.4863,28,0.2651,31,0.2444,34,0.5029,37,0.754,42,0.7396,44,0.13,46,0.0639,49,0.2087,52
3,0.377,5,0.339,7,0.0615,10,0.667,13,0.8953,16,0.4485,19,0.6778,22,0.1903,25,0.5298,28,0.2225,31,0.1262,34,0.8102,37,0.3222,42,0.0013,44,0.9802,46,0.7998,49,0.5646,52
1,0.7136,5,0.4497,7,0.7281,10,0.9132,13,0.1626,16,0.4877,19,0.5401,22,0.7237,25,0.2654,28,0.2472,31,0.7109,34,0.8786,37,0.4103,40,0.3537,43,0.4374,46,0.4487,49,0.2578,52
1,0.7744,5,0.1456,8,0.2078,10,0.7248,13,0.7596,16,0.5307,19,0.4053,22,0.1419,25,0.1633,28,0.1687,31,0.8323,34,0.2095,37,0.4621,40,0.6624,44,0.7028,46,0.3541,49,0.1928,52
1,0.5166,5,0.333,7,0.4075,10,0.6041,13,0.5449,16,0.7031,19,0.3211,22,0.1498,25,0.0256,28,0.4181,31,0.7954,34,0.4801,37,0.1665,40,0.2682,44,0.2397,46,0.0619,49,0.4732,52
1,0.4298,5,0.1535,7,0.7355,10,0.7121,13,0.3491,16,0.5548,19,0.092,22,0.9539,25,0.9005,28,0.3729,31,0.7566,34,0.9094,37,0.9501,42,0.0544,44,0.3349,46,0.0588,49,0.0301,52
1,0.1482,5,0.3671,8,0.7097,10,0.42,13,0.6001,16,0.4041,19,0.8718,22,0.8918,25,0.5759,28,0.7172,31,0.1995,34,0.2717,37,0.7729,42,0.0915,44,0.6172,46,0.6088,49,0.5407,52
3,0.4195,5,0.11,7,0.7346,10,0.2358,13,0.917,16,0.7172,19,0.9971,24,0.4192,26,0.0643,28,0.6914,31,0.7238,34,0.9118,37,0.4009,42,0.7785,44,0.9162,46,0.2404,49,0.606,52
1,0.9894,5,0.8137,8,0.4804,10,0.7995,13,0.2305,16,0.1441,19,0.8188,24,0.6844,25,0.6997,28,0.82,31,2.0E-4,34,0.654,37,0.4394,42,0.3241,44,0.977,46,0.7718,49,0.4288,52
1,0.9922,5,0.7299,7,0.969,10,0.3372,13,0.8489,16,0.5802,19,0.2346,24,0.3058,25,0.4518,28,0.9048,31,0.8355,34,0.8054,37,0.2396,42,0.3579,44,0.3238,46,0.1809,49,0.6736,52
1,0.925,5,0.6375,7,0.5403,10,0.9099,13,0.8953,16,0.1487,19,0.232,22,0.6488,25,0.8151,28,0.6549,31,0.2067,34,0.431,37,0.1106,42,0.278,44,0.9981,46,0.5011,49,0.7694,52
1,0.567,5,0.306,8,0.8869,10,0.7526,13,0.6161,16,0.9066,19,0.5383,22,0.9553,25,0.3425,28,0.1066,31,0.9037,34,0.5972,37,0.506,42,0.7948,44,0.8585,46,0.5186,49,0.6465,52
1,0.6782,5,0.6339,9,0.0956,10,0.3043,13,0.9279,16,0.1628,19,0.7731,22,0.0892,25,0.3749,28,0.9599,31,0.3583,34,0.2721,37,0.3602,42,0.4338,44,0.0176,46,0.3914,49,0.6137,52
1,0.1557,5,0.1225,9,0.4515,10,0.6443,13,0.1006,16,0.6673,19,0.4051,22,0.1312,25,0.0719,28,0.6561,31,0.5633,34,0.8615,37,0.4976,41,0.0534,44,0.28,46,0.3351,49,0.0076,52
1,0.04,5,0.3266,9,0.3179,10,0.8088,13,0.9148,16,0.5499,19,0.8406,22,0.8248,25,0.0062,28,0.176,31,0.0111,34,0.8006,37,0.0723,42,0.2151,44,0.1901,46,0.7898,49,0.859,52
1,0.8098,5,0.184,9,0.5767,10,0.9452,13,0.0028,16,0.0352,19,0.2404,23,0.6883,25,0.8339,28,0.7117,31,0.3983,34,0.8099,37,0.4957,42,0.5067,44,0.879,46,0.6722,49,0.1063,52
2,0.7279,5,0.0106,9,0.8233,10,0.4735,13,0.733,16,0.5541,19,0.0574,22,0.0467,25,0.7479,28,0.3099,31,0.5625,34,0.6423,37,0.6624,42,0.0819,44,0.5221,46,0.5865,49,0.0256,52
1,0.9361,5,0.1185,9,0.7493,11,0.4307,13,0.3978,16,0.6468,19,0.8798,22,0.9935,25,0.503,28,0.4378,31,0.1198,34,0.4926,37,0.6911,42,0.9025,44,0.5281,46,0.5336,49,0.83,52
2,0.8472,5,0.3318,9,0.0098,10,0.8619,13,0.5913,16,0.1454,19,0.0177,22,0.3788,25,0.0783,28,0.26,31,0.7307,34,0.6822,37,0.1587,42,0.7029,44,0.8667,46,0.6826,49,0.6455,52
1,0.8287,5,0.3364,8,0.9891,10,0.402,13,0.3709,16,0.7968,19,0.5298,22,0.9254,25,0.1044,28,0.8135,31,0.3905,34,0.0138,37,0.3229,42,0.2951,44,0.3504,46,0.5576,49,0.1045,52
1,0.6775,5,0.8937,7,0.1006,10,0.3204,13,0.9626,16,0.2115,19,0.4892,22,0.7311,25,0.0678,28,0.3405,31,0.3838,34,0.2322,37,0.2157,42,0.3223,44,0.9407,46,0.1448,49,0.5479,52
1,0.7936,4,0.1888,7,0.6073,10,0.6271,13,0.1899,16,0.6143,19,0.1276,22,0.4902,25,0.9948,28,0.6797,31,0.3966,34,0.7831,37,0.0359,40,0.6901,43,0.8835,46,0.0616,49,0.1533,52
3,0.5659,4,0.9049,7,0.6774,10,0.7115,13,0.4135,16,0.0619,19,0.7406,22,0.281,25,0.9873,28,0.7244,31,0.4709,34,0.763,37,0.6541,40,0.6881,44,0.5832,46,0.5573,49,0.8657,52
3,0.9235,4,0.6925,7,0.7336,10,0.3816,13,0.2294,16,0.839,19,0.3082,23,0.6851,25,0.925,28,0.2403,31,0.7551,34,0.4977,37,0.0364,40,0.925,44,0.3303,46,0.3154,49,0.1609,52
1,0.1223,4,0.4805,7,0.1777,10,0.4346,13,0.0494,16,0.4803,19,0.6849,22,0.8538,25,0.7366,28,0.5221,31,0.2871,34,0.7275,37,0.424,40,0.5746,44,0.1919,46,0.5746,49,0.1885,52
1,0.6258,5,0.2121,7,0.08,10,0.2594,13,0.4735,16,0.5613,19,0.96,22,0.4744,25,0.6491,28,0.92,31,0.0325,34,0.98,37,0.6701,40,0.5057,44,0.4643,46,0.9612,49,0.5802,52
